affy_probe_id	GSM528691_IFNb18hr_1	GSM528692_IFNb18hr_2	GSM528749_media18hr_1	GSM528750_media18hr_2
1007_s_at	475.0297321	419.2568387	429.6184674	374.680688
1053_at	57.86161818	53.09490057	57.58363017	60.74665073
117_at	8.477161523	7.783349445	9.928456453	9.013358748
121_at	48.05444545	38.84551096	44.17411176	38.49603559
1255_g_at	6.048922934	6.032664098	5.946354288	5.785567641
1294_at	26.88950717	21.86903941	10.79851232	10.54885064
1316_at	7.83997503	6.928204762	7.37417065	7.502875794
1320_at	8.676775066	8.802474722	8.466588227	9.713612515
1405_i_at	5.944691337	6.129785069	6.130355649	5.943582532
1431_at	8.256836381	7.965557757	8.886374253	7.762080534
1438_at	10.47105189	9.634210332	9.004730205	6.983374968
1487_at	32.40341316	33.35458317	40.1144681	35.92633368
1494_f_at	8.11209852	8.23509367	8.455679253	7.985372337
1598_g_at	238.6778057	213.9697735	269.7088219	235.4034345
160020_at	65.98970807	65.34650035	92.72434735	68.92674488
1729_at	110.3080059	88.40480285	82.68601319	73.74584849
1773_at	21.66174542	21.96776216	17.95275986	12.96502424
177_at	9.321224285	10.27585759	8.839650141	8.879023342
179_at	45.37616404	37.30614874	36.9699518	37.91632298
1861_at	41.51319833	32.95968512	58.93244526	61.42888127
200000_s_at	613.5097237	527.6317579	582.2479043	462.0268665
200001_at	875.9588576	716.7972885	1019.351705	913.9674402
200002_at	2987.846598	2895.998379	3174.10465	3258.269219
200003_s_at	4328.744214	4565.276577	4702.600764	4499.057399
200004_at	1705.454134	1867.49901	1979.352604	1769.038031
200005_at	1117.661799	1099.69031	1112.276515	1093.890153
200006_at	2395.237754	2573.09498	2474.790713	2491.934338
200007_at	1837.137002	2146.747981	2107.154778	2149.455847
200008_s_at	1025.632159	1121.741581	903.76921	967.9801073
200009_at	1704.919756	1903.550079	1766.859387	1676.024124
200010_at	4228.720694	4405.168177	4146.836194	4284.846651
200011_s_at	596.7771813	489.104184	577.5636112	466.1529571
200012_x_at	5556.725943	5591.726979	5956.560212	5924.854418
200013_at	3350.01689	3840.443769	3755.727764	3647.800239
200014_s_at	996.8585463	1163.425718	1120.485692	1078.9351
200015_s_at	993.3423729	978.5275448	1107.838609	1034.093307
200016_x_at	2993.574172	3020.321849	3253.690648	3232.744752
200017_at	3761.951637	3955.213795	3790.901302	3841.501619
200018_at	5357.185127	4886.358271	5372.9889	5240.970632
200019_s_at	3585.846709	3474.489871	3787.123302	4182.954811
200020_at	366.1514831	378.0888911	396.2147141	375.2981454
200021_at	5627.386208	4859.138222	5862.889298	6016.110589
200022_at	3673.16492	3651.922893	3874.979092	3809.246422
200023_s_at	1753.058254	1713.284496	2091.84086	2175.723243
200024_at	2944.500451	2863.656727	2953.288377	2999.173816
200025_s_at	4263.185625	4436.649558	4728.279139	4496.330713
200026_at	5773.461502	6042.198777	6155.623238	5759.260223
200027_at	1342.764773	1466.03344	1476.677744	1472.647995
200028_s_at	385.7266934	416.1482027	489.5953105	500.372643
200029_at	5340.948017	5008.741619	5292.115295	5172.022967
200030_s_at	2896.170116	2981.411261	3217.220452	3231.670681
200031_s_at	6313.509844	6587.862275	6421.227887	6477.051446
200032_s_at	6471.875666	6713.141614	6130.017487	6026.378366
200033_at	1427.642467	1535.531825	1442.286427	1417.356541
200034_s_at	4618.401688	4971.772863	5022.283991	4880.31612
200035_at	116.3068583	96.18969026	122.8562037	101.660002
200036_s_at	3400.926	3279.076498	4095.575071	4250.518149
200037_s_at	876.4333358	903.8086918	931.1307586	937.0900257
200038_s_at	5221.674415	5179.146034	5381.839629	5529.176967
200039_s_at	2026.955576	1980.133251	1747.859094	1864.194392
200040_at	509.4778116	556.8228286	617.7503767	581.6787381
200041_s_at	694.3396731	562.8231366	742.8033834	646.0177492
200042_at	345.7018623	393.2741982	398.2378739	384.8378089
200043_at	1574.311592	1522.345776	1627.420942	1427.989986
200044_at	510.4999619	521.0834441	472.1493881	464.9909079
200045_at	179.8000251	176.9368928	211.1410063	186.4512524
200046_at	874.4440127	729.8946151	930.2689588	926.4102379
200047_s_at	801.450717	724.9221082	834.8483786	937.5191243
200048_s_at	482.1984668	499.8331617	512.2929569	562.2707057
200049_at	53.26533872	66.92617679	57.44110153	53.0031284
200050_at	324.0051522	376.6692676	342.8907341	315.2928735
200051_at	96.9340402	87.04660676	118.135276	102.9040159
200052_s_at	463.8145554	449.9416574	445.2046417	402.021471
200053_at	256.8641502	265.7600718	276.2661531	301.1559066
200054_at	130.6955795	144.6621309	154.3914592	132.7222689
200055_at	533.2314809	402.0491359	634.263887	574.835544
200056_s_at	359.2113065	339.4923124	357.0950227	407.4347568
200057_s_at	1561.523144	1577.920039	1648.261758	1519.194274
200058_s_at	310.3436435	291.4254736	317.2435043	268.51564
200059_s_at	3005.540953	3076.50464	3079.66804	2848.852162
200060_s_at	366.4518328	395.7608061	420.6557187	368.5704811
200061_s_at	6410.909318	6694.264713	6652.393471	6536.716926
200062_s_at	4742.765561	5193.560861	5320.90193	5435.423079
200063_s_at	5017.337002	5470.299068	5752.520875	5351.660533
200064_at	2051.13174	2276.870589	2029.157094	1822.726058
200065_s_at	1942.623924	1885.753282	1821.437028	1720.235999
200066_at	300.8393209	316.7941486	250.720308	240.5611004
200067_x_at	1648.877958	1724.629133	1711.811484	1684.517456
200068_s_at	999.0913146	1177.343113	1174.650551	1148.596959
200069_at	51.76440651	59.39490144	65.02698131	55.02177359
200070_at	31.34895712	30.29080376	26.9294041	27.30963194
200071_at	303.8400717	350.6242529	288.1492158	293.3742105
200072_s_at	546.2321365	590.2242127	555.638836	477.0629876
200073_s_at	882.9123518	895.3300477	998.480349	1003.237154
200074_s_at	2268.569065	2381.106762	2277.648518	2326.943918
200075_s_at	841.9626833	762.8246355	760.587374	731.7130417
200076_s_at	134.7476677	126.9152496	172.5678964	181.017837
200077_s_at	3364.567663	3668.265125	3530.762169	3394.785187
200078_s_at	357.388708	328.4921872	358.5942189	355.917736
200079_s_at	1051.405477	1128.948447	1041.505856	1003.961241
200080_s_at	2866.684856	2707.256819	2760.361013	2879.668437
200081_s_at	3667.321115	3858.024434	4239.792462	4228.436934
200082_s_at	4706.384825	5270.830005	4913.359713	4707.936729
200083_at	328.4294587	309.289876	386.6743519	362.7156833
200084_at	737.9903073	801.9959957	783.8715452	800.7972771
200085_s_at	1714.425225	1724.302626	1775.502144	1916.292783
200086_s_at	1375.632249	1426.477084	1428.216967	1363.603424
200087_s_at	1024.15789	1098.679514	1001.891335	1070.323128
200088_x_at	5232.894212	5110.253184	5665.55276	5775.852456
200089_s_at	3132.551625	3430.248855	3411.030202	3487.895156
200090_at	1093.952346	1198.71917	1287.658659	1228.447984
200091_s_at	3264.48855	3974.888113	3313.55391	3458.131541
200092_s_at	5557.131357	5769.124373	5674.901772	5151.360396
200093_s_at	1783.469299	1826.61547	2021.711895	2025.944048
200094_s_at	2260.103627	2268.575192	2333.698596	2202.558088
200095_x_at	5704.33342	5724.66281	5977.330867	6176.359865
200096_s_at	1344.858516	1309.14147	1274.857342	1251.472899
200097_s_at	775.2020932	828.4082351	745.4545958	699.5877099
200098_s_at	264.2653313	301.6284002	344.808657	341.2296003
200099_s_at	7671.156545	7265.428583	7740.451339	7427.170062
200593_s_at	295.1722649	355.3459818	323.7493495	331.5621096
200594_x_at	766.4171345	821.0505205	977.707868	905.7834186
200595_s_at	352.0025097	344.7019946	426.6858199	414.2808554
200596_s_at	599.03586	583.9957738	685.452199	614.8400487
200597_at	45.84167375	45.60467669	52.91283269	52.41145478
200598_s_at	1440.928306	1454.256203	1286.069464	1456.126759
200599_s_at	1477.732234	1630.332872	1335.807584	1357.844948
200600_at	1250.520342	1277.991983	1504.786947	1240.036712
200601_at	407.9407162	274.9255422	410.5069535	370.4260794
200602_at	757.5470716	825.7771029	726.7677473	701.7847854
200603_at	793.0730991	886.8228209	899.0452185	862.6361731
200604_s_at	406.2144965	369.8922602	360.1834142	384.8680364
200605_s_at	708.7725703	785.6050216	881.7346334	750.7961188
200606_at	2626.867347	2512.768235	2212.616639	1989.507068
200607_s_at	287.6240064	302.6618015	314.2526721	301.1842299
200608_s_at	463.8232731	547.4070419	578.9902005	489.7237704
200609_s_at	931.8259136	905.7269291	1307.812361	1137.520624
200610_s_at	1127.59166	1156.813166	1216.692485	1092.807394
200611_s_at	577.0975802	517.7493596	725.5733332	620.4187917
200612_s_at	173.0788914	186.7824656	233.6072468	180.1139482
200613_at	1054.146085	923.1510827	1018.882396	852.0549762
200614_at	1858.198373	1861.185937	2026.937055	1933.35929
200615_s_at	412.5992156	412.9974265	431.0041871	347.5322307
200616_s_at	408.3542541	339.9111555	424.7343457	512.2089297
200617_at	96.41167201	94.29108656	93.77148879	88.15070393
200618_at	623.0598241	677.0197919	896.6213621	719.8245207
200619_at	346.3875531	380.2032928	365.0405859	351.077014
200620_at	927.369603	1150.433571	765.6781528	834.0715968
200621_at	260.7653029	225.4690217	420.9768225	419.3663976
200622_x_at	329.0792186	308.7746586	280.2528473	271.5903945
200623_s_at	65.92305978	70.57144051	84.08893672	83.09826069
200624_s_at	397.4090919	475.5780051	439.5427157	412.6885377
200625_s_at	1874.462113	2044.443978	2044.878328	2078.524378
200626_s_at	571.0138408	636.1252903	619.732233	578.5398397
200627_at	2544.894491	2606.55986	2448.687598	2507.64764
200628_s_at	709.4411068	594.1301094	245.2050135	206.5803442
200629_at	611.9534276	540.7885813	231.221563	226.9230608
200630_x_at	1551.545493	1426.17716	1723.664279	1787.404713
200631_s_at	886.1623101	970.0410326	1100.495151	1111.056747
200632_s_at	1237.217028	1373.511542	1234.156166	1110.088438
200633_at	3890.074148	3642.167966	3834.632955	3935.738028
200634_at	2006.713247	1631.190355	2359.061414	2467.111718
200635_s_at	137.9735291	134.8872853	198.7733219	176.9240371
200636_s_at	580.5181337	671.5112383	668.6204496	620.3581451
200637_s_at	144.8330612	143.727105	199.706389	132.7222689
200638_s_at	2417.39915	2470.373285	2572.965594	2270.847565
200639_s_at	1903.514953	2187.193408	2239.128092	1864.334531
200640_at	2446.07653	2455.986253	2830.761772	2558.11358
200641_s_at	3218.021956	2974.275145	2659.365294	2937.887988
200642_at	1339.427984	1441.335709	1522.188175	1577.418509
200643_at	202.7358257	210.6544132	317.6137856	255.6275726
200644_at	236.1001651	184.1835711	233.2693738	179.4037111
200645_at	811.6215849	627.2060653	910.1604918	905.7055597
200646_s_at	44.09153695	34.51691849	40.40418749	35.50234119
200647_x_at	909.3115729	948.9139618	1195.109121	1111.908366
200648_s_at	837.4852721	906.6124005	789.80343	733.8899854
200649_at	57.36464667	56.0048188	54.10045365	42.78787035
200650_s_at	6705.515884	6691.588939	6625.613524	6452.374931
200651_at	4788.725295	4929.850741	5067.549248	5060.938305
200652_at	490.0231867	506.3199408	513.4718373	502.3720749
200653_s_at	1088.09355	1330.339297	1144.739555	1129.15161
200654_at	1281.171428	1290.275427	1295.424032	1166.17566
200655_s_at	1306.692859	1182.129963	1643.440089	1769.735497
200656_s_at	685.7914008	634.5773942	605.6726061	501.3329166
200657_at	2072.895188	2314.209932	2379.455957	2259.729655
200658_s_at	511.7206823	534.868197	426.667457	424.1009086
200659_s_at	164.1760389	166.1517156	180.1924964	174.7228287
200660_at	4085.530155	3792.098309	4091.42311	4196.881625
200661_at	100.8646319	81.80626538	73.9975684	79.48517091
200662_s_at	914.7775359	1058.16613	1165.180584	1124.293109
200663_at	2324.073649	2455.800942	2332.348404	2280.766893
200664_s_at	402.9000961	429.9128062	403.9141402	324.5683388
200665_s_at	302.8910074	335.964241	292.0746524	282.8939903
200666_s_at	446.6242581	492.7353569	461.4815935	377.2645896
200667_at	697.6854222	815.2661911	732.6021183	663.7386034
200668_s_at	1827.226134	1898.302123	1797.286737	1728.457778
200669_s_at	1185.947678	1296.68203	1094.972449	1055.487109
200670_at	134.8352672	149.3813235	134.5758253	122.4402473
200671_s_at	36.07690444	36.49578487	46.02538565	30.48904873
200672_x_at	69.07432177	128.3252695	73.48497093	67.0022605
200673_at	1222.062856	1346.475659	1014.735377	1055.342345
200674_s_at	6136.065435	6241.809736	6767.650121	6799.573206
200675_at	501.2747476	508.2979522	468.126042	437.5208662
200676_s_at	22.57147576	26.6544276	35.59754651	28.96250382
200677_at	655.8440124	645.2791077	679.3395834	642.1715388
200678_x_at	431.5118932	337.8814842	298.5104337	309.5358253
200679_x_at	1366.988615	1602.37152	1706.100539	1774.141478
200680_x_at	2691.280689	2523.554483	3064.987171	3186.601004
200681_at	1916.603867	1931.473376	2067.405033	1959.437453
200682_s_at	1675.906998	1651.212466	1685.211861	1749.101008
200683_s_at	362.3371	319.7993576	337.7614914	332.661967
200684_s_at	66.75134572	82.41163951	96.84410825	87.68731611
200685_at	96.30899642	123.3038062	118.3638611	133.9613996
200686_s_at	981.4650563	1010.968101	1135.90844	1119.25912
200687_s_at	194.3737714	175.420424	188.192939	159.0731985
200688_at	10.17311751	11.67177399	11.43586692	10.11948661
200689_x_at	3678.44911	3600.656835	3766.151321	3881.847521
200690_at	75.09751217	89.73251647	92.92441765	78.97833244
200691_s_at	547.9036791	572.6966281	622.4660239	565.5220213
200692_s_at	761.3377938	775.8586539	740.9414436	774.4817866
200693_at	1684.951055	1821.249445	1761.565093	1682.819171
200694_s_at	342.5781659	349.6371277	343.1453545	379.1470943
200695_at	432.283953	335.2613401	417.4390628	341.5574391
200696_s_at	396.2941224	385.9195402	353.6727277	352.7790637
200697_at	341.3533697	354.8724043	381.3255111	339.6336689
200698_at	358.6220649	436.0495963	455.0901761	400.8166019
200699_at	193.882092	185.2542564	264.1521361	244.6738021
200700_s_at	554.1613275	590.4810877	596.3448896	652.9165815
200701_at	1795.191399	1841.594758	1625.639147	1657.613167
200702_s_at	166.5655254	135.0563081	188.0021437	232.965153
200703_at	2897.686979	2955.748853	2708.723251	2866.971568
200704_at	324.0024493	363.0603085	399.2234921	436.0941853
200705_s_at	2634.265533	2585.637838	2993.981776	3208.34402
200706_s_at	339.8621545	364.9926755	388.9948508	380.8014821
200707_at	70.42463525	48.61159558	68.86764707	58.81966923
200708_at	489.2849696	510.1859376	627.4928224	560.4798836
200709_at	971.0945619	1052.304098	1123.089384	1108.171394
200710_at	193.814565	185.3855794	129.3673655	133.1892939
200711_s_at	448.3292989	476.8453525	495.1236879	501.6377685
200712_s_at	248.9908249	288.981919	268.825383	255.5784513
200713_s_at	709.5462917	761.4919736	803.0605645	755.1785937
200714_x_at	311.8347975	289.3237691	271.2034029	250.2184833
200715_x_at	2353.108088	2459.082525	2767.383503	2621.243438
200716_x_at	6041.887606	5878.436343	5325.492226	5590.826368
200717_x_at	6031.77363	6117.067032	6332.166491	6590.461526
200718_s_at	3340.889977	3243.958562	3226.048324	3362.257102
200719_at	85.87155523	86.75303569	89.87793726	95.26554133
200720_s_at	257.7932501	225.9254349	270.7449933	251.6694188
200721_s_at	141.1505738	121.6400584	155.8491599	114.7426315
200722_s_at	510.3718853	493.1643498	400.6369364	360.3383062
200723_s_at	1195.073611	1214.764015	1115.254318	1046.089297
200724_at	11.18440856	11.30264712	11.875939	13.46946096
200725_x_at	5128.321679	4749.941756	5177.339487	5261.325743
200726_at	1039.360999	1092.785217	1135.376924	1183.940137
200727_s_at	531.7600629	369.6738556	759.5231515	947.4234159
200728_at	1011.931645	1105.151958	1151.584709	1229.063459
200729_s_at	1047.571886	1115.796723	1008.446609	1028.035926
200730_s_at	550.2691656	547.0163068	486.6688067	494.30261
200731_s_at	241.566783	282.9165091	267.1271144	238.6153414
200732_s_at	378.2455682	402.0756197	455.3040002	452.9970741
200733_s_at	493.4821165	467.7926226	439.2331571	446.0038538
200734_s_at	704.093832	516.6577204	704.2105369	694.1468503
200735_x_at	4186.050081	4476.731707	4257.203516	4321.835292
200736_s_at	1468.183504	1438.855319	1698.829431	1619.225487
200737_at	814.9246696	817.4945987	633.4763172	658.3538056
200738_s_at	3324.560897	3704.420689	3285.088014	3219.931127
200739_s_at	321.5148104	281.5876668	268.3295086	308.5801946
200740_s_at	786.697548	673.3712529	800.1477479	795.7018645
200741_s_at	4600.724823	4915.69838	4987.58566	5118.821773
200742_s_at	104.0379603	95.5013244	83.12697934	61.8508902
200743_s_at	155.9167684	162.7186739	164.1568436	174.7465217
200744_s_at	573.1266273	513.1423613	586.7234267	571.180511
200745_s_at	791.8198562	765.3034315	988.0300271	931.0730101
200746_s_at	659.8999111	582.2959648	744.2548588	699.5201092
200747_s_at	42.24319087	42.04791213	40.8608704	35.83172527
200748_s_at	3439.546593	3740.351313	3405.354061	3437.176387
200749_at	511.1248905	473.6853661	454.9002397	497.6290175
200750_s_at	2648.687215	2906.740422	3047.055408	2884.864967
200751_s_at	644.2035796	756.7303284	635.6168113	676.6931783
200752_s_at	112.940289	109.9835612	134.2524196	121.0914681
200753_x_at	286.7435257	349.934084	304.6549531	291.0671979
200754_x_at	1118.118741	1277.437696	1176.519643	1186.160906
200755_s_at	254.2272577	290.3736312	299.8139532	264.2642261
200756_x_at	234.4696332	225.5130548	248.7598693	243.041031
200757_s_at	172.5824332	235.8376883	263.1961382	262.750872
200758_s_at	356.8893055	329.2979134	237.0232143	228.4309349
200759_x_at	288.57621	290.6235776	222.8351209	178.3374277
200760_s_at	771.0523654	743.530497	781.4987051	913.4782239
200761_s_at	804.5536903	888.1541132	884.1371904	961.7934902
200762_at	205.3559146	257.44859	273.4698531	271.7114136
200763_s_at	5425.816254	5694.2666	5753.627041	5572.944001
200764_s_at	579.5464687	540.9267962	474.8221222	409.6722421
200765_x_at	812.5356999	895.2202509	758.0082874	739.3633003
200766_at	36.6112629	25.48270126	28.22749775	24.07702633
200767_s_at	110.9509002	105.5748978	107.5405433	95.24872698
200768_s_at	253.0426218	273.024055	251.5878326	226.7890905
200769_s_at	92.0794244	77.10015664	62.41844281	46.08035164
200770_s_at	254.1421996	250.2689414	235.5057871	222.3755
200771_at	463.624765	435.3720864	425.5511862	416.4650008
200772_x_at	2578.042542	2594.948762	2451.741306	2848.763616
200773_x_at	2176.211622	1966.110254	2234.224867	2464.447982
200774_at	1310.020966	1322.882786	1474.617161	1465.707502
200775_s_at	2032.745845	2108.530851	2031.625042	1817.789712
200776_s_at	1880.479392	2104.737362	1750.3269	1729.719041
200777_s_at	1696.197202	1929.236945	1839.611426	1701.147396
200778_s_at	1209.585621	1225.854287	1040.341372	1006.420049
200779_at	1134.376392	1202.974128	1093.744343	989.9823703
200780_x_at	2505.690046	2438.524279	2543.01621	2683.73708
200781_s_at	7307.531011	7721.02539	7561.357952	7511.748785
200782_at	1053.965278	1045.293062	1360.719761	1249.410581
200783_s_at	43.15542905	42.97833573	65.31404825	73.47178476
200784_s_at	25.80926667	30.05042908	21.69051333	20.4877866
200785_s_at	9.794379072	10.08114598	9.464750548	8.930449086
200786_at	2232.032943	2253.49923	1958.835365	2060.589285
200787_s_at	226.3158748	212.7436901	286.6008829	208.5460501
200788_s_at	822.1906442	831.937493	812.3518412	795.0736179
200789_at	146.6300107	145.3884958	138.5463368	162.5936612
200790_at	992.6851335	1013.444398	1322.944887	1310.699223
200791_s_at	704.3463269	777.2197066	762.0493271	726.2029885
200792_at	1426.49818	1491.345664	1381.146206	1395.298823
200793_s_at	177.2846923	170.803854	167.296373	179.5572051
200794_x_at	756.7832985	691.5785411	679.7808235	713.405396
200795_at	5.473759047	5.887970144	6.331185876	5.606627959
200796_s_at	117.849928	104.2923566	75.39340729	64.13297405
200797_s_at	953.8881124	1004.852401	964.3188777	851.189975
200798_x_at	583.2872564	589.0837476	478.7530741	379.0240722
200799_at	1365.566815	1337.135389	1156.703226	949.9279837
200800_s_at	991.6934399	1014.425631	668.425817	577.1441947
200801_x_at	8424.661305	8214.901995	8528.718912	8087.44313
200802_at	729.8736886	657.6410545	730.2129073	714.4475845
200803_s_at	1537.772382	1243.600338	1080.017484	1117.997587
200804_at	1129.947997	1176.683891	1059.088906	1004.504666
200805_at	123.5590847	122.9977399	125.3355004	105.9843099
200806_s_at	2356.756489	2751.275769	2282.916795	1939.122481
200807_s_at	2281.759045	2368.927448	2460.475247	2274.742385
200808_s_at	129.6472879	101.6191475	163.008073	144.8319523
200809_x_at	4348.519077	4118.28223	4785.118341	4629.819562
200810_s_at	209.4091614	198.0258235	219.7810118	228.8897167
200811_at	90.2628527	78.99975845	96.89889286	113.9528594
200812_at	865.5343396	924.203544	948.0444445	960.6751031
200813_s_at	147.1682439	142.3888523	198.6255949	147.4389201
200814_at	1092.604165	942.1323883	446.1071117	451.4532097
200815_s_at	230.1905707	232.8334701	220.1230084	223.2942986
200816_s_at	213.4781827	246.4083792	317.2076007	279.7691742
200817_x_at	5425.076511	5421.604448	5377.067007	5432.406451
200818_at	1569.882227	1566.202738	1604.527537	1687.18645
200819_s_at	4824.144078	5407.506424	5092.762343	4992.64744
200820_at	578.3703397	549.9284369	582.8292731	601.3288114
200821_at	186.2132235	213.295677	214.9891499	193.9934978
200822_x_at	2569.633202	2308.536206	2411.531528	2393.565353
200823_x_at	4032.989018	3810.980747	3894.801501	3925.265509
200824_at	2080.439514	1788.043728	1840.481476	1996.373173
200825_s_at	308.2039816	342.9444737	323.8211775	248.8553821
200826_at	2583.114644	2583.612002	2883.75857	2880.116513
200827_at	140.1130592	138.7945936	140.9186526	96.18388498
200828_s_at	988.9055493	980.3721357	931.968623	802.5561549
200829_x_at	619.6870159	669.7582199	693.0245824	673.752819
200830_at	1047.373498	1041.425125	1224.178101	1094.521741
200831_s_at	748.7418664	844.5073124	677.2709649	592.7688546
200832_s_at	2390.752897	2594.942758	2219.472662	2136.087066
200833_s_at	933.0734805	1013.105975	1152.200518	1097.096777
200834_s_at	5020.209796	5438.808689	5151.733276	5197.624824
200835_s_at	187.2092188	86.8896321	269.2612043	447.0267461
200836_s_at	119.0428095	149.1125945	126.9427379	123.5760949
200837_at	580.3083205	527.3903834	577.654464	582.3351586
200838_at	1141.624879	1376.583897	1141.363924	1050.409243
200839_s_at	1947.43352	1942.768716	2098.270681	1973.217862
200840_at	2423.714875	2485.575389	2503.040149	2495.05838
200841_s_at	163.4801853	155.8046215	139.7561291	198.3304447
200842_s_at	502.8616277	570.303433	577.3297716	577.2055457
200843_s_at	233.4728426	251.3339286	326.5942022	304.580331
200844_s_at	1226.983057	1176.84237	1174.274982	1295.1532
200845_s_at	893.3490686	1009.630536	870.7724892	882.9400691
200846_s_at	635.4120937	538.5880426	636.133355	530.7105375
200847_s_at	1013.079859	1011.449504	944.7217793	951.6465639
200848_at	197.7543773	244.6561852	263.1855032	253.7734353
200849_s_at	105.6274802	119.1606505	152.2117661	138.6617256
200850_s_at	255.3731896	286.1230249	274.8307137	230.7953234
200851_s_at	311.0495672	316.397799	313.0944404	282.9424174
200852_x_at	217.7372869	168.4451544	253.6301248	204.0907101
200853_at	1103.141551	1170.962047	1348.389729	1368.75057
200854_at	67.64964415	93.01754175	85.91697609	79.64502601
200855_at	15.24773056	18.25649441	17.0275233	14.95369118
200856_x_at	17.24776472	24.54996209	28.7812045	23.62824887
200857_s_at	61.20530157	60.08613359	60.39738564	62.2306808
200858_s_at	2123.918463	2306.845176	2339.669859	2543.408855
200859_x_at	147.9409209	126.4500321	231.6542001	136.586831
200860_s_at	384.9872175	392.2010419	383.9646658	383.8889841
200861_at	32.90629176	27.37236659	31.15039585	24.32234628
200862_at	549.0354119	617.1817368	567.1659297	503.0684268
200863_s_at	2254.482546	2162.314464	2302.691873	2406.381498
200864_s_at	209.1189499	219.2884635	183.2515808	172.1871675
200865_at	5.885229159	7.087655395	6.813603691	6.831570149
200866_s_at	374.1537665	401.8571325	370.0644366	247.2466533
200867_at	231.085371	235.856477	101.6935809	98.77330918
200868_s_at	236.2012114	239.1979241	110.0294109	108.2356478
200869_at	5997.056293	6593.024438	5786.591134	5966.616596
200870_at	1515.324812	1554.050768	1615.574801	1724.183967
200871_s_at	1189.027066	1207.381078	1022.936329	952.1315559
200872_at	8229.407934	7808.927804	8079.936649	7924.223767
200873_s_at	1878.792063	2072.735557	1929.696925	1836.344777
200874_s_at	36.94028006	39.7389604	34.73944916	39.84915778
200875_s_at	336.8197195	381.9621475	370.4760804	352.5559279
200876_s_at	1461.408267	1501.070135	1493.960047	1404.360049
200877_at	2004.907728	2241.379685	2370.901932	2326.574265
200878_at	810.4560585	774.078739	836.3447448	869.1477979
200879_s_at	30.42358679	23.39341962	20.77997939	20.68795791
200880_at	425.1595493	449.290558	272.4274391	261.4329955
200881_s_at	1564.738552	1667.045075	1081.174592	1090.271138
200882_s_at	529.5466666	529.1280682	541.1744998	607.1231667
200883_at	387.4845213	473.2793758	412.7320534	395.1107229
200884_at	53.36065617	49.52086416	35.70054189	32.1225256
200885_at	985.0516019	810.6896023	1117.506662	1053.62962
200886_s_at	3975.192078	3819.634276	3442.955594	3416.913245
200887_s_at	3001.466357	3117.19239	322.7044356	309.3817159
200888_s_at	3421.929572	4039.517724	3889.990256	3925.68673
200889_s_at	283.4154931	331.2993031	260.7669277	261.6124323
200890_s_at	202.459433	234.0497628	195.7327717	213.6628454
200891_s_at	722.912373	911.7154902	943.203905	897.9125539
200892_s_at	251.674447	289.7447326	283.924525	262.1875048
200893_at	1142.712448	1101.073587	1257.507012	1284.151573
200894_s_at	189.6933066	168.1169314	214.8630169	162.6203451
200895_s_at	200.2370853	173.9720866	235.9131361	218.9254656
200896_x_at	904.6740484	791.8441854	1059.965643	1052.283995
200897_s_at	1031.793276	1044.833463	1562.313459	1475.814886
200898_s_at	215.9275013	235.2822623	193.7539345	167.3177701
200899_s_at	330.8869986	394.2877223	332.1220915	302.0001724
200900_s_at	282.9962131	280.7765545	265.3380936	282.2762983
200901_s_at	215.5255327	256.3448907	220.0228755	206.4651684
200902_at	793.6145124	976.6178344	855.4867921	819.9410769
200903_s_at	750.7923049	672.905039	943.4975375	921.9593968
200904_at	205.899092	203.4599014	70.57134868	69.61061982
200905_x_at	1071.13821	943.3104832	390.8251259	434.3978982
200906_s_at	317.098483	235.3557891	465.614732	541.3258976
200907_s_at	559.2327771	658.9946408	974.8841074	865.6693561
200908_s_at	18.27849738	55.11516616	16.67872074	17.96435111
200909_s_at	4051.029493	3866.226244	3987.746174	4031.663196
200910_at	949.8601959	942.2595254	961.5987955	828.5433897
200911_s_at	119.9649766	142.0667641	174.8365091	188.6159917
200912_s_at	1188.316387	1393.364227	1152.818264	1190.544105
200913_at	104.6086093	88.72757984	113.775516	89.45105155
200914_x_at	233.3991841	226.4726137	296.1470567	326.1041413
200915_x_at	692.2496006	781.4115066	890.2206077	858.6674503
200916_at	1939.071182	1851.707664	2169.28247	1914.696126
200917_s_at	89.32070258	60.30399953	71.33225389	80.84531074
200918_s_at	423.8816076	347.9988869	411.8736075	380.753576
200919_at	172.546363	171.8066152	240.2771199	226.0048679
200920_s_at	369.9479686	321.5090579	282.2786002	313.3760172
200921_s_at	455.7631968	496.3699052	458.4712561	467.0668159
200922_at	145.740979	116.6724705	126.4382299	109.288126
200923_at	583.0110965	492.8465073	169.4535078	183.7820221
200924_s_at	152.7924475	143.9211529	142.1204742	130.1773182
200925_at	2199.885782	2129.904956	2463.983848	2464.766827
200926_at	6440.167287	7148.828391	7073.753455	6889.418171
200927_s_at	330.6587288	407.259736	363.5446327	285.4184539
200928_s_at	7.851074066	7.539419485	9.247652618	6.744419502
200929_at	722.9510733	762.0562087	617.0253802	636.9174939
200930_s_at	6.717282443	6.198575404	7.52268866	7.008299765
200931_s_at	823.6882273	957.7775201	969.9153521	939.4151826
200932_s_at	717.2866867	665.2136053	779.8093166	749.7167488
200933_x_at	5470.007773	5314.319857	5889.804109	5661.959657
200934_at	742.8491468	765.3223255	814.5786109	827.4929073
200935_at	46.02268647	36.26646798	46.91559011	55.89034151
