32	0.333333333
36	0.333333333
102	0.333333333
156	0.666666667
166	0.333333333
172	0.333333333
207	0.666666667
331	0.333333333
375	0.333333333
475	0.333333333
506	0.333333333
527	0.333333333
535	0.333333333
607	0.333333333
613	0.333333333
640	0.333333333
649	0.333333333
672	0.333333333
676	0.333333333
745	0.333333333
760	0.333333333
786	0.333333333
790	0.333333333
827	0.333333333
858	0.333333333
904	0.333333333
920	0.666666667
976	0.333333333
1139	0.333333333
1173	0.333333333
1201	0.333333333
1207	0.333333333
1211	0.333333333
1240	0.333333333
1289	0.333333333
1410	0.333333333
1522	0.333333333
1536	0.333333333
1576	0.333333333
1650	0.333333333
1654	0.666666667
1657	0.666666667
1662	0.333333333
1665	0.333333333
1678	0.333333333
1743	0.333333333
1785	0.333333333
1803	0.333333333
1855	0.333333333
1909	0.333333333
1950	0.333333333
1956	0.333333333
2033	0.333333333
2034	0.333333333
2059	0.333333333
2067	0.333333333
2071	0.333333333
2073	0.333333333
2107	0.333333333
2114	0.333333333
2117	0.333333333
2122	0.333333333
2168	0.333333333
2275	0.333333333
2314	0.333333333
2339	0.333333333
2356	0.333333333
2553	0.333333333
2631	0.333333333
2645	0.333333333
2648	0.333333333
2689	0.333333333
2765	0.333333333
2820	0.333333333
2889	0.333333333
2923	0.333333333
2957	0.333333333
2965	0.333333333
2966	0.333333333
3020	0.333333333
3065	0.333333333
3111	0.333333333
3140	0.333333333
3146	0.333333333
3157	0.333333333
3185	0.333333333
3187	0.333333333
3192	0.333333333
3280	0.333333333
3337	0.333333333
3417	0.666666667
3431	0.333333333
3508	0.333333333
3552	0.333333333
3703	0.333333333
3706	0.333333333
3716	0.666666667
3735	0.333333333
3767	0.333333333
3792	0.333333333
3797	0.333333333
3822	0.333333333
3837	0.333333333
3937	0.333333333
3985	0.333333333
4023	0.333333333
4121	0.333333333
4126	0.333333333
4134	0.666666667
4144	0.333333333
4218	0.333333333
4245	0.333333333
4293	0.333333333
4318	0.333333333
4342	0.333333333
4355	0.333333333
4361	0.333333333
4501	0.333333333
4502	0.333333333
4542	0.333333333
4700	0.333333333
4705	0.333333333
4713	0.333333333
4726	0.333333333
4734	0.333333333
4736	0.333333333
4771	0.333333333
4790	0.333333333
4836	0.333333333
4904	0.333333333
4928	0.333333333
5046	0.333333333
5105	0.333333333
5151	0.333333333
5211	0.333333333
5213	0.333333333
5236	0.333333333
5253	0.333333333
5269	0.333333333
5283	0.333333333
5297	0.333333333
5347	0.333333333
5352	0.333333333
5372	0.333333333
5379	0.333333333
5394	0.333333333
5430	0.333333333
5432	0.333333333
5437	0.333333333
5438	0.333333333
5439	0.333333333
5440	0.333333333
5441	0.333333333
5449	0.333333333
5463	0.333333333
5479	0.333333333
5520	0.333333333
5529	0.333333333
5562	0.333333333
5583	0.333333333
5586	0.333333333
5613	0.333333333
5664	0.333333333
5682	0.333333333
5683	0.333333333
5684	0.333333333
5686	0.333333333
5688	0.333333333
5694	0.333333333
5702	0.333333333
5704	0.333333333
5705	0.333333333
5710	0.333333333
5718	0.333333333
5721	0.333333333
5745	0.333333333
5756	0.333333333
5795	0.333333333
5799	0.333333333
5813	0.333333333
5820	0.333333333
5862	0.333333333
5870	0.333333333
5885	0.333333333
5886	0.333333333
5899	0.333333333
5902	0.333333333
5903	0.666666667
5908	0.333333333
5970	1
6041	0.333333333
6050	0.333333333
6136	0.333333333
6141	0.333333333
6150	0.333333333
6183	0.333333333
6197	0.333333333
6239	0.333333333
6253	0.333333333
6271	0.333333333
6311	0.333333333
6382	0.333333333
6397	0.333333333
6427	0.333333333
6431	0.333333333
6487	0.333333333
6578	0.333333333
6613	0.333333333
6626	0.333333333
6627	0.333333333
6631	0.333333333
6634	0.333333333
6675	0.333333333
6683	0.333333333
6687	0.333333333
6709	0.333333333
6711	0.333333333
6741	0.333333333
6745	0.333333333
6747	0.333333333
6811	0.333333333
6812	0.333333333
6885	0.333333333
6921	0.333333333
6924	0.666666667
6940	0.333333333
6942	0.333333333
7014	0.333333333
7023	0.333333333
7029	0.333333333
7030	0.333333333
7178	0.333333333
7179	0.333333333
7267	0.333333333
7293	0.333333333
7320	0.333333333
7324	0.333333333
7328	0.333333333
7332	0.333333333
7355	0.333333333
7372	0.333333333
7384	0.333333333
7386	0.333333333
7404	0.333333333
7421	0.333333333
7450	0.333333333
7471	0.333333333
7514	0.333333333
7559	0.333333333
7569	0.333333333
7707	0.333333333
7791	0.333333333
7805	0.333333333
7832	0.333333333
7852	0.666666667
7917	0.333333333
7994	0.333333333
8021	0.333333333
8087	0.333333333
8241	0.333333333
8289	0.333333333
8291	0.333333333
8407	0.333333333
8431	0.333333333
8487	0.333333333
8507	0.333333333
8517	0.333333333
8528	0.333333333
8534	0.666666667
8581	0.333333333
8667	0.333333333
8711	0.333333333
8763	0.333333333
8777	0.333333333
8801	0.333333333
8813	0.333333333
8839	0.333333333
8863	0.333333333
8869	0.333333333
8893	0.333333333
8906	0.333333333
8940	0.333333333
8985	0.333333333
9020	0.333333333
9026	0.333333333
9098	0.333333333
9140	0.333333333
9146	0.333333333
9150	0.666666667
9170	0.333333333
9253	0.333333333
9282	0.666666667
9364	0.666666667
9375	0.333333333
9416	0.333333333
9423	0.333333333
9440	0.333333333
9441	0.333333333
9442	0.333333333
9443	1
9477	0.333333333
9497	0.333333333
9524	0.333333333
9534	0.333333333
9570	0.333333333
9575	0.333333333
9612	0.333333333
9631	0.333333333
9681	0.333333333
9716	0.333333333
9725	0.333333333
9730	0.333333333
9743	0.333333333
9745	0.333333333
9774	0.333333333
9791	0.333333333
9802	0.333333333
